id,o,c,e,a,n
315126921,0.763,0.624,0.675,0.67,0.383
315142011,0.678,0.701,0.585,0.618,0.376
17062358,0.771,0.634,0.601,0.516,0.419
315432213,0.727,0.583,0.643,0.632,0.407
315452044,0.684,0.687,0.642,0.646,0.234
315485742,0.68,0.527,0.653,0.686,0.416
315486725,0.708,0.663,0.657,0.648,0.162
315490964,0.812,0.735,0.636,0.683,0.242
315518939,0.721,0.635,0.627,0.643,0.415
315536846,0.776,0.774,0.696,0.635,0.509
315538623,0.775,0.666,0.635,0.586,0.401
315540004,0.869,0.528,0.676,0.594,0.379
315546494,0.847,0.729,0.696,0.642,0.315
315572612,0.782,0.608,0.677,0.668,0.401
315591599,0.794,0.596,0.688,0.589,0.496
315615962,0.772,0.528,0.568,0.585,0.525
315671234,0.699,0.616,0.646,0.589,0.345
315717480,0.821,0.671,0.634,0.651,0.389
315770095,0.888,0.813,0.763,0.661,0.435
315833613,0.856,0.602,0.673,0.597,0.44
26526269,0.798,0.751,0.651,0.616,0.395
19294469,0.726,0.676,0.675,0.646,0.288
44442585,0.772,0.735,0.625,0.569,0.345
315849990,0.687,0.67,0.679,0.64,0.368
315868674,0.818,0.632,0.618,0.643,0.398
315927670,0.815,0.586,0.675,0.629,0.374
315955214,0.765,0.661,0.72,0.66,0.226
14243478,0.709,0.698,0.656,0.741,0.3
136020626,0.82,0.677,0.601,0.601,0.322
136380084,0.819,0.84,0.703,0.674,0.365
136392274,0.916,0.795,0.677,0.727,0.242
136422770,0.919,0.799,0.663,0.615,0.392
315983143,0.854,0.679,0.686,0.629,0.348
316006713,0.75,0.654,0.642,0.583,0.365
316019707,0.713,0.615,0.723,0.618,0.385
316097169,0.664,0.561,0.592,0.561,0.321
316111372,0.812,0.713,0.698,0.677,0.463
316145848,0.789,0.547,0.63,0.683,0.473
316155198,0.798,0.577,0.63,0.612,0.318
316170404,0.839,0.727,0.67,0.682,0.239
316239265,0.817,0.581,0.647,0.651,0.407
14324319,0.874,0.645,0.658,0.618,0.369
14325471,0.793,0.707,0.622,0.665,0.358
316291240,0.808,0.622,0.673,0.636,0.43
316320441,0.769,0.726,0.703,0.665,0.344
316327930,0.781,0.661,0.559,0.619,0.358
316329134,0.811,0.646,0.675,0.645,0.325
316407777,0.774,0.663,0.643,0.585,0.393
316513422,0.744,0.651,0.625,0.611,0.382
323939337,0.827,0.614,0.662,0.652,0.345
324178765,0.763,0.703,0.755,0.666,0.33
324201646,0.798,0.661,0.628,0.598,0.491
324213818,0.749,0.59,0.668,0.703,0.463
324338990,0.776,0.564,0.64,0.593,0.393
324351751,0.67,0.644,0.69,0.705,0.306
324432404,0.842,0.628,0.658,0.669,0.391
210731960,0.771,0.623,0.68,0.59,0.407
18144581,0.713,0.73,0.678,0.644,0.246
324448990,0.746,0.701,0.772,0.638,0.304
324479769,0.791,0.62,0.59,0.604,0.464
324531422,0.767,0.632,0.74,0.582,0.466
324544865,0.71,0.597,0.595,0.63,0.458
18159198,0.686,0.675,0.637,0.619,0.332
324576382,0.725,0.699,0.734,0.644,0.298
324583691,0.712,0.665,0.587,0.685,0.36
324584444,0.829,0.727,0.648,0.663,0.301
324585464,0.769,0.66,0.635,0.586,0.392
324608449,0.828,0.668,0.721,0.634,0.391
324649672,0.715,0.624,0.582,0.579,0.438
324654812,0.834,0.69,0.766,0.647,0.319
324654888,0.798,0.577,0.67,0.596,0.399
324655209,0.767,0.593,0.594,0.579,0.353
66971243,0.772,0.672,0.652,0.61,0.366
24919972,0.908,0.734,0.693,0.618,0.475
136755740,0.744,0.683,0.661,0.611,0.378
137502234,0.9,0.644,0.679,0.622,0.392
137506232,0.748,0.7,0.733,0.675,0.21
137508423,0.756,0.671,0.728,0.682,0.219
324663507,0.863,0.714,0.647,0.685,0.359
324684121,0.846,0.582,0.665,0.585,0.412
324688810,0.739,0.651,0.676,0.62,0.326
324730926,0.638,0.646,0.576,0.615,0.356
324891222,0.801,0.555,0.665,0.661,0.367
324930502,0.775,0.682,0.599,0.638,0.344
324986860,0.737,0.735,0.708,0.61,0.267
324993808,0.822,0.676,0.592,0.611,0.514
325000226,0.833,0.829,0.644,0.716,0.275
325054079,0.79,0.707,0.657,0.628,0.447
325059261,0.783,0.66,0.648,0.591,0.37
325085808,0.675,0.558,0.618,0.653,0.43
325092901,0.848,0.757,0.664,0.631,0.315
325101411,0.842,0.674,0.658,0.57,0.368
325106566,0.825,0.694,0.686,0.562,0.386
325113355,0.747,0.608,0.579,0.606,0.345
325116715,0.696,0.579,0.705,0.625,0.411
325158917,0.735,0.678,0.657,0.564,0.356
325169943,0.822,0.566,0.63,0.627,0.337
31585921,0.852,0.663,0.67,0.684,0.398
32357759,0.891,0.718,0.684,0.632,0.292
325178666,0.882,0.741,0.629,0.667,0.322
325194107,0.913,0.657,0.625,0.627,0.35
325196338,0.917,0.788,0.679,0.647,0.29
325203020,0.776,0.582,0.603,0.605,0.337
325215620,0.763,0.665,0.643,0.577,0.396
325236758,0.754,0.608,0.714,0.461,0.403
325260518,0.901,0.683,0.644,0.65,0.372
325265546,0.818,0.667,0.627,0.631,0.256
325293657,0.81,0.683,0.777,0.603,0.295
30226826,0.693,0.677,0.612,0.626,0.395
325403526,0.902,0.556,0.698,0.598,0.404
330683316,0.834,0.725,0.761,0.636,0.316
330924104,0.777,0.606,0.706,0.674,0.355
331053900,0.804,0.776,0.65,0.707,0.305
337374855,0.759,0.655,0.643,0.577,0.377
337405519,0.858,0.647,0.721,0.63,0.418
337414197,0.745,0.626,0.653,0.593,0.364
337761217,0.821,0.622,0.648,0.565,0.429
356614726,0.788,0.656,0.629,0.612,0.392
356640381,0.8,0.597,0.629,0.652,0.438
359711306,0.761,0.584,0.667,0.654,0.38
359714186,0.755,0.614,0.634,0.681,0.431
359757400,0.83,0.67,0.688,0.703,0.422
359791673,0.729,0.617,0.607,0.733,0.395
360833313,0.733,0.727,0.618,0.673,0.307
360838772,0.821,0.724,0.647,0.645,0.327
360949439,0.751,0.678,0.681,0.744,0.183
360974781,0.662,0.605,0.639,0.621,0.403
360983506,0.706,0.579,0.648,0.521,0.476
362929869,0.868,0.794,0.722,0.705,0.24
362959360,0.809,0.763,0.714,0.611,0.196
362962333,0.907,0.755,0.685,0.686,0.31
362991049,0.838,0.698,0.712,0.675,0.304
363114113,0.754,0.748,0.699,0.643,0.242
290016852,0.74,0.651,0.637,0.599,0.346
363148423,0.858,0.616,0.653,0.593,0.414
363172778,0.817,0.745,0.656,0.634,0.356
363221040,0.831,0.584,0.704,0.683,0.474
363236099,0.769,0.67,0.615,0.636,0.34
363238963,0.71,0.647,0.646,0.613,0.253
363249171,0.707,0.576,0.714,0.706,0.515
363268882,0.841,0.666,0.64,0.698,0.411
363319244,0.676,0.641,0.661,0.527,0.495
363403954,0.852,0.717,0.743,0.656,0.411
363421717,0.767,0.606,0.765,0.557,0.279
44483406,0.679,0.756,0.641,0.702,0.285
45241945,0.749,0.625,0.607,0.581,0.347
363426409,0.874,0.652,0.666,0.624,0.354
363489348,0.775,0.657,0.71,0.676,0.384
363521056,0.773,0.582,0.628,0.556,0.489
363565582,0.827,0.664,0.667,0.595,0.437
363575143,0.668,0.638,0.589,0.665,0.367
363584954,0.809,0.583,0.68,0.585,0.348
363619747,0.733,0.716,0.628,0.673,0.45
16220555,0.809,0.68,0.622,0.595,0.34
363665353,0.699,0.535,0.637,0.609,0.422
363732476,0.716,0.621,0.629,0.643,0.475
363737704,0.749,0.563,0.691,0.678,0.393
363800712,0.77,0.665,0.633,0.598,0.381
363809948,0.752,0.664,0.596,0.663,0.395
363827934,0.621,0.687,0.584,0.66,0.256
22066555,0.618,0.619,0.565,0.64,0.262
33645850,0.794,0.737,0.654,0.572,0.395
363830568,0.731,0.669,0.72,0.657,0.211
363922538,0.734,0.577,0.678,0.626,0.356
363925204,0.718,0.686,0.629,0.586,0.376
14124656,0.772,0.604,0.61,0.66,0.446
132831866,0.81,0.636,0.597,0.657,0.324
143960983,0.737,0.676,0.668,0.572,0.403
67378554,0.734,0.756,0.686,0.639,0.266
150825553,0.789,0.755,0.673,0.661,0.385
150972646,0.775,0.665,0.636,0.589,0.4
151128500,0.868,0.726,0.687,0.626,0.393
364076609,0.771,0.593,0.597,0.613,0.485
364088381,0.72,0.655,0.68,0.702,0.379
364215899,0.828,0.562,0.648,0.577,0.364
364235875,0.71,0.523,0.633,0.595,0.407
243801417,0.864,0.766,0.713,0.635,0.363
11342502,0.722,0.71,0.569,0.624,0.306
14176588,0.857,0.72,0.685,0.684,0.241
92769735,0.646,0.662,0.734,0.704,0.221
92771309,0.791,0.726,0.639,0.655,0.304
92818446,0.774,0.662,0.673,0.624,0.264
92826933,0.768,0.662,0.641,0.585,0.4
364290698,0.852,0.723,0.719,0.663,0.435
364344825,0.804,0.642,0.679,0.558,0.423
364401844,0.701,0.619,0.628,0.561,0.361
364463264,0.798,0.803,0.724,0.677,0.421
382365644,0.752,0.659,0.636,0.591,0.372
396673351,0.782,0.698,0.691,0.632,0.343
19251458,0.711,0.612,0.673,0.6,0.282
92837266,0.725,0.651,0.614,0.669,0.305
92841362,0.781,0.653,0.661,0.615,0.326
92842008,0.812,0.708,0.684,0.598,0.341
92851632,0.695,0.652,0.605,0.731,0.236
310087940,0.896,0.662,0.697,0.612,0.387
310195638,0.807,0.682,0.74,0.671,0.309
311775629,0.789,0.713,0.684,0.68,0.449
311776211,0.872,0.711,0.705,0.69,0.35
133066018,0.824,0.651,0.667,0.649,0.262
219419701,0.808,0.566,0.614,0.51,0.435
311816359,0.761,0.568,0.626,0.638,0.388
311823731,0.784,0.726,0.681,0.655,0.28
354847710,0.799,0.761,0.654,0.663,0.251
354991648,0.717,0.698,0.658,0.625,0.39
369906835,0.822,0.664,0.623,0.624,0.439
385587514,0.771,0.653,0.641,0.585,0.373
386981967,0.9,0.714,0.666,0.641,0.307
35921559,0.835,0.789,0.718,0.606,0.498
386994844,0.674,0.698,0.701,0.604,0.331
109983417,0.743,0.564,0.714,0.626,0.264
109985871,0.768,0.659,0.666,0.645,0.447
133325730,0.867,0.723,0.703,0.683,0.259
19276406,0.848,0.6,0.649,0.683,0.311
44292278,0.734,0.659,0.641,0.609,0.281
110000195,0.798,0.572,0.616,0.691,0.43
110007196,0.798,0.637,0.654,0.616,0.426
110009988,0.783,0.712,0.649,0.676,0.285
71523292,0.807,0.659,0.665,0.689,0.455
137536523,0.706,0.68,0.643,0.618,0.409
110011203,0.807,0.581,0.647,0.684,0.491
222302749,0.833,0.675,0.62,0.613,0.38
110022225,0.749,0.678,0.684,0.624,0.297
34507480,0.824,0.722,0.755,0.635,0.388
46888613,0.903,0.643,0.667,0.574,0.435
15454228,0.843,0.578,0.645,0.614,0.345
33481575,0.838,0.556,0.643,0.561,0.433
33484414,0.718,0.632,0.611,0.618,0.328
33485920,0.816,0.762,0.683,0.654,0.318
33506176,0.829,0.682,0.722,0.602,0.298
33486917,0.8,0.579,0.666,0.6,0.402
85687328,0.756,0.652,0.64,0.583,0.375
33488260,0.701,0.688,0.678,0.659,0.344
33491215,0.791,0.599,0.789,0.546,0.501
33500958,0.88,0.651,0.717,0.666,0.347
16827173,0.716,0.67,0.636,0.605,0.395
153996235,0.7,0.644,0.691,0.676,0.403
189017711,0.728,0.679,0.645,0.643,0.285
136615027,0.754,0.652,0.644,0.583,0.367
92852170,0.804,0.65,0.648,0.619,0.397
74499126,0.756,0.657,0.642,0.583,0.366
142495880,0.725,0.667,0.627,0.578,0.38
92856291,0.772,0.65,0.669,0.644,0.23
92868366,0.782,0.689,0.65,0.702,0.474
35951614,0.739,0.675,0.707,0.622,0.36
143661263,0.871,0.788,0.704,0.68,0.324
143680246,0.843,0.661,0.653,0.66,0.412
143694663,0.699,0.585,0.655,0.698,0.387
110068189,0.728,0.667,0.706,0.591,0.378
110075039,0.793,0.612,0.588,0.627,0.358
110117428,0.804,0.613,0.717,0.594,0.398
30285455,0.72,0.634,0.654,0.673,0.23
166358938,0.763,0.658,0.639,0.584,0.373
110121308,0.772,0.522,0.531,0.619,0.46
110123554,0.773,0.701,0.637,0.672,0.251
110146442,0.764,0.654,0.641,0.58,0.376
110208531,0.756,0.76,0.665,0.695,0.366
110244243,0.809,0.786,0.691,0.669,0.265
110244431,0.69,0.768,0.726,0.677,0.349
110257746,0.755,0.656,0.637,0.584,0.371
31023900,0.696,0.708,0.692,0.614,0.425
222312024,0.827,0.716,0.677,0.681,0.309
130287690,0.76,0.662,0.64,0.59,0.369
151711230,0.768,0.57,0.692,0.606,0.341
160620624,0.768,0.669,0.639,0.592,0.385
186155858,0.78,0.716,0.719,0.679,0.285
86135810,0.727,0.671,0.683,0.62,0.257
142614009,0.773,0.655,0.613,0.636,0.305
794069,0.828,0.682,0.643,0.579,0.318
198743185,0.735,0.654,0.601,0.649,0.359
198828820,0.909,0.642,0.699,0.662,0.277
198876913,0.837,0.584,0.659,0.637,0.411
198913147,0.805,0.769,0.703,0.709,0.287
110260678,0.906,0.603,0.677,0.685,0.32
110272768,0.767,0.738,0.606,0.663,0.371
110308535,0.657,0.672,0.655,0.746,0.313
16077548,0.686,0.577,0.639,0.648,0.284
261429036,0.767,0.65,0.635,0.585,0.376
794808,0.688,0.699,0.628,0.604,0.359
795244,0.793,0.619,0.663,0.637,0.324
110315478,0.742,0.636,0.646,0.661,0.408
110328050,0.75,0.629,0.604,0.659,0.452
110331040,0.87,0.74,0.676,0.632,0.387
110333243,0.742,0.737,0.697,0.675,0.445
110347890,0.766,0.646,0.691,0.572,0.389
110362280,0.822,0.701,0.557,0.656,0.339
110375552,0.693,0.708,0.773,0.647,0.223
110377642,0.863,0.745,0.682,0.629,0.341
26315508,0.698,0.756,0.57,0.598,0.403
14608670,0.807,0.669,0.603,0.605,0.342
29310709,0.749,0.626,0.648,0.678,0.354
29316080,0.854,0.655,0.59,0.515,0.351
78705681,0.786,0.677,0.649,0.642,0.344
36964520,0.897,0.658,0.661,0.629,0.317
36981576,0.814,0.658,0.649,0.642,0.275
110415837,0.725,0.593,0.597,0.625,0.286
14611017,0.789,0.615,0.653,0.576,0.428
46581112,0.728,0.643,0.617,0.66,0.322
37992687,0.848,0.654,0.645,0.608,0.34
38072117,0.766,0.659,0.644,0.583,0.363
38077338,0.804,0.762,0.698,0.691,0.244
38078047,0.822,0.684,0.61,0.669,0.329
162424619,0.766,0.654,0.643,0.577,0.379
16530279,0.713,0.562,0.599,0.6,0.419
14615324,0.863,0.66,0.691,0.592,0.343
14615462,0.913,0.701,0.633,0.64,0.295
14615871,0.725,0.74,0.715,0.679,0.196
38079885,0.803,0.738,0.573,0.67,0.357
38081234,0.749,0.674,0.646,0.611,0.428
38094287,0.731,0.675,0.713,0.625,0.411
264045662,0.877,0.682,0.669,0.602,0.473
59840207,0.735,0.656,0.671,0.593,0.352
38097767,0.682,0.68,0.734,0.656,0.289
38108292,0.813,0.632,0.642,0.684,0.455
38109868,0.813,0.826,0.65,0.763,0.249
38113841,0.815,0.744,0.746,0.67,0.214
38245673,0.779,0.544,0.651,0.611,0.469
38259087,0.796,0.846,0.731,0.701,0.332
38271422,0.78,0.701,0.596,0.66,0.306
38272050,0.783,0.639,0.627,0.639,0.335
38272466,0.727,0.77,0.681,0.712,0.321
38272894,0.822,0.592,0.655,0.67,0.375
38278426,0.835,0.661,0.678,0.646,0.288
20942815,0.773,0.796,0.713,0.744,0.268
217588427,0.761,0.654,0.645,0.577,0.374
71553401,0.769,0.676,0.646,0.67,0.307
110431037,0.714,0.566,0.66,0.549,0.412
38292553,0.817,0.596,0.581,0.635,0.357
38292798,0.954,0.824,0.747,0.661,0.504
38293759,0.796,0.741,0.674,0.647,0.32
38303040,0.733,0.709,0.614,0.705,0.263
38307016,0.803,0.54,0.667,0.659,0.315
38312469,0.755,0.66,0.652,0.593,0.364
152256178,0.759,0.655,0.639,0.589,0.364
16543527,0.757,0.665,0.64,0.58,0.392
38313584,0.794,0.683,0.632,0.528,0.364
38313766,0.797,0.816,0.752,0.74,0.144
38316003,0.842,0.678,0.669,0.597,0.379
34999930,0.768,0.653,0.636,0.583,0.376
24391888,0.791,0.674,0.637,0.657,0.471
38318973,0.792,0.715,0.722,0.674,0.418
38331300,0.899,0.787,0.668,0.598,0.44
38332255,0.867,0.849,0.712,0.69,0.351
38332498,0.841,0.778,0.761,0.625,0.328
39849601,0.768,0.632,0.597,0.635,0.438
38337279,0.706,0.568,0.648,0.546,0.35
38338861,0.773,0.594,0.659,0.47,0.364
39170683,0.908,0.721,0.642,0.578,0.325
39211986,0.83,0.574,0.65,0.58,0.383
38339409,0.794,0.517,0.64,0.627,0.383
38341025,0.705,0.668,0.665,0.647,0.337
35681576,0.792,0.607,0.661,0.675,0.394
38342415,0.772,0.717,0.726,0.624,0.315
38343420,0.819,0.808,0.702,0.686,0.329
14362241,0.706,0.687,0.727,0.626,0.287
38346612,0.722,0.674,0.668,0.645,0.33
38347814,0.73,0.689,0.653,0.688,0.329
38349184,0.715,0.73,0.709,0.636,0.227
38358194,0.714,0.677,0.644,0.661,0.308
38360490,0.906,0.73,0.713,0.589,0.303
38361482,0.769,0.611,0.584,0.548,0.3
38364706,0.719,0.606,0.665,0.662,0.424
38366272,0.749,0.57,0.65,0.52,0.344
38367466,0.777,0.568,0.651,0.658,0.454
38371176,0.85,0.594,0.696,0.694,0.431
38389325,0.842,0.606,0.662,0.578,0.4
38394030,0.751,0.69,0.681,0.609,0.422
38394871,0.759,0.688,0.652,0.619,0.378
80103412,0.747,0.667,0.645,0.58,0.369
38395010,0.808,0.544,0.656,0.579,0.371
110445334,0.878,0.653,0.691,0.51,0.412
38396360,0.729,0.643,0.583,0.609,0.336
38399987,0.75,0.755,0.736,0.637,0.416
13040,0.77,0.699,0.734,0.689,0.174
13046,0.796,0.633,0.679,0.547,0.379
13117,0.862,0.664,0.608,0.623,0.428
34673078,0.78,0.803,0.756,0.672,0.378
13479,0.851,0.695,0.681,0.646,0.275
17073,0.799,0.67,0.682,0.677,0.269
17673,0.809,0.559,0.687,0.63,0.393
81699670,0.723,0.745,0.724,0.664,0.31
10636112,0.761,0.665,0.637,0.586,0.384
10638782,0.781,0.732,0.736,0.636,0.223
110453501,0.684,0.66,0.757,0.645,0.245
191956971,0.859,0.7,0.661,0.63,0.309
191968042,0.816,0.723,0.673,0.608,0.401
160245898,0.869,0.815,0.657,0.678,0.326
11253262,0.782,0.741,0.706,0.634,0.215
11254702,0.71,0.661,0.65,0.663,0.328
11268812,0.772,0.66,0.635,0.589,0.401
11272122,0.814,0.776,0.722,0.663,0.378
14181876,0.75,0.661,0.692,0.688,0.333
11274452,0.75,0.793,0.671,0.708,0.294
14011772,0.725,0.673,0.778,0.677,0.223
160256360,0.723,0.614,0.705,0.659,0.272
215395577,0.735,0.687,0.676,0.636,0.321
215403894,0.835,0.555,0.657,0.635,0.384
14012072,0.77,0.618,0.677,0.442,0.414
14020902,0.801,0.689,0.645,0.641,0.291
14021902,0.759,0.678,0.635,0.59,0.362
14022672,0.844,0.662,0.694,0.663,0.447
80703,0.839,0.655,0.635,0.64,0.273
14022822,0.785,0.689,0.665,0.707,0.427
14025642,0.806,0.66,0.634,0.625,0.399
14030692,0.731,0.696,0.68,0.627,0.359
14038862,0.797,0.669,0.632,0.596,0.294
14040522,0.831,0.625,0.669,0.609,0.262
14043142,0.88,0.606,0.669,0.571,0.38
17581513,0.93,0.668,0.749,0.615,0.336
25535699,0.831,0.679,0.717,0.624,0.303
92899083,0.756,0.646,0.766,0.543,0.355
92905910,0.714,0.608,0.606,0.559,0.404
92917102,0.812,0.662,0.697,0.64,0.404
92931185,0.779,0.726,0.616,0.65,0.272
14045302,0.765,0.559,0.622,0.66,0.421
14046322,0.893,0.704,0.692,0.649,0.353
14046943,0.849,0.757,0.736,0.629,0.286
14047098,0.722,0.595,0.723,0.586,0.273
14047459,0.776,0.659,0.662,0.58,0.375
14050235,0.782,0.633,0.73,0.657,0.427
14050270,0.797,0.806,0.737,0.711,0.342
14050306,0.78,0.687,0.655,0.622,0.47
14050619,0.734,0.71,0.744,0.7,0.216
14051047,0.898,0.644,0.699,0.609,0.378
14051082,0.821,0.63,0.699,0.622,0.361
14051156,0.851,0.74,0.617,0.661,0.353
14051274,0.789,0.547,0.676,0.654,0.375
15463610,0.734,0.648,0.598,0.616,0.378
15463671,0.681,0.623,0.613,0.531,0.401
15465147,0.733,0.652,0.626,0.631,0.255
16831627,0.745,0.694,0.643,0.603,0.31
25740519,0.831,0.709,0.68,0.649,0.303
37982492,0.759,0.636,0.608,0.601,0.349
37986651,0.737,0.724,0.683,0.641,0.253
38014541,0.717,0.733,0.637,0.67,0.248
38026874,0.725,0.721,0.673,0.616,0.261
14051466,0.844,0.795,0.669,0.667,0.257
14052258,0.813,0.552,0.661,0.615,0.355
42692848,0.748,0.821,0.673,0.698,0.335
30917386,0.848,0.696,0.695,0.616,0.475
31104840,0.872,0.631,0.697,0.676,0.343
15484063,0.77,0.81,0.65,0.711,0.302
16832468,0.724,0.615,0.665,0.712,0.355
38044777,0.899,0.778,0.711,0.654,0.29
38048560,0.781,0.817,0.675,0.749,0.263
38062242,0.761,0.62,0.604,0.509,0.315
43001357,0.732,0.582,0.63,0.721,0.439
14052744,0.889,0.642,0.644,0.642,0.33
14052989,0.778,0.747,0.695,0.637,0.249
23547436,0.833,0.77,0.653,0.614,0.41
14053254,0.887,0.637,0.717,0.691,0.37
14054507,0.845,0.63,0.641,0.663,0.301
14055014,0.878,0.798,0.665,0.669,0.3
14056433,0.853,0.606,0.648,0.669,0.398
14056632,0.754,0.638,0.606,0.625,0.32
14056732,0.808,0.669,0.586,0.579,0.324
14056916,0.641,0.668,0.613,0.721,0.333
14056917,0.779,0.614,0.676,0.615,0.415
14057933,0.64,0.667,0.615,0.605,0.324
14058397,0.784,0.538,0.62,0.666,0.374
14058661,0.868,0.6,0.652,0.691,0.299
14058735,0.874,0.636,0.654,0.636,0.4
14058831,0.746,0.609,0.696,0.649,0.47
16089734,0.772,0.661,0.635,0.586,0.375
16092470,0.916,0.836,0.729,0.689,0.382
185487499,0.797,0.751,0.718,0.606,0.342
185498905,0.84,0.707,0.695,0.654,0.345
185504488,0.839,0.657,0.632,0.702,0.416
185507670,0.835,0.728,0.742,0.674,0.209
14059392,0.784,0.591,0.604,0.681,0.488
14059411,0.858,0.601,0.689,0.662,0.416
14059864,0.801,0.606,0.561,0.662,0.393
14060308,0.853,0.647,0.678,0.663,0.398
14060667,0.761,0.58,0.611,0.662,0.306
19208479,0.772,0.737,0.644,0.64,0.239
14060856,0.749,0.672,0.637,0.599,0.392
14061092,0.789,0.675,0.66,0.66,0.291
292174336,0.738,0.535,0.519,0.644,0.358
14061240,0.703,0.561,0.59,0.573,0.346
14061261,0.783,0.773,0.658,0.694,0.452
11334,0.87,0.714,0.734,0.676,0.275
11677,0.792,0.606,0.654,0.621,0.405
11682,0.883,0.703,0.637,0.656,0.311
11752,0.819,0.632,0.632,0.562,0.356
11866,0.844,0.66,0.635,0.618,0.381
18622869,0.69,0.662,0.608,0.474,0.391
11900,0.821,0.702,0.694,0.684,0.276
12158,0.822,0.663,0.61,0.667,0.402
12196,0.824,0.677,0.681,0.634,0.343
12249,0.769,0.619,0.623,0.585,0.405
12530,0.756,0.688,0.606,0.655,0.354
78413,0.905,0.653,0.711,0.697,0.375
78453,0.816,0.752,0.606,0.621,0.436
82243,0.847,0.672,0.626,0.651,0.357
82533,0.878,0.799,0.674,0.698,0.243
105223,0.867,0.651,0.67,0.656,0.228
143303,0.781,0.658,0.628,0.666,0.329
145313,0.947,0.696,0.693,0.62,0.384
148943,0.915,0.733,0.645,0.646,0.359
151933,0.867,0.542,0.574,0.68,0.39
223373,0.826,0.601,0.634,0.6,0.404
253973,0.662,0.729,0.644,0.714,0.371
254073,0.849,0.654,0.694,0.66,0.407
287713,0.847,0.798,0.727,0.616,0.323
305413,0.803,0.606,0.641,0.66,0.417
311893,0.756,0.591,0.535,0.661,0.364
327123,0.762,0.588,0.572,0.646,0.441
336343,0.796,0.599,0.629,0.635,0.354
341423,0.943,0.753,0.701,0.614,0.372
343773,0.78,0.664,0.641,0.73,0.382
356663,0.947,0.741,0.649,0.67,0.294
356963,0.804,0.63,0.625,0.666,0.381
376363,0.835,0.678,0.648,0.496,0.357
389153,0.883,0.637,0.67,0.654,0.371
407403,0.645,0.684,0.722,0.69,0.318
615183,0.773,0.639,0.638,0.672,0.317
1907971,0.895,0.633,0.682,0.592,0.416
1916151,0.831,0.761,0.792,0.685,0.178
1925661,0.787,0.54,0.631,0.642,0.364
1937751,0.861,0.642,0.639,0.628,0.438
1938911,0.785,0.564,0.597,0.628,0.465
25687502,0.814,0.769,0.637,0.693,0.371
170939476,0.869,0.641,0.676,0.56,0.306
1940251,0.798,0.63,0.687,0.565,0.366
1972761,0.841,0.591,0.629,0.656,0.417
1979391,0.771,0.577,0.647,0.663,0.365
1983611,0.846,0.806,0.746,0.693,0.308
1984701,0.768,0.577,0.551,0.681,0.448
12661,0.834,0.664,0.613,0.649,0.34
2009991,0.862,0.626,0.639,0.647,0.401
2015301,0.817,0.595,0.61,0.609,0.442
2023641,0.78,0.658,0.679,0.665,0.396
2025281,0.747,0.676,0.661,0.509,0.361
2029191,0.763,0.687,0.756,0.607,0.252
2029971,0.816,0.698,0.615,0.664,0.362
2044751,0.797,0.661,0.627,0.581,0.336
2046991,0.829,0.751,0.618,0.596,0.282
2050661,0.759,0.668,0.634,0.595,0.399
2054511,0.903,0.599,0.629,0.655,0.369
2057421,0.789,0.648,0.645,0.578,0.419
2060631,0.838,0.721,0.628,0.701,0.221
2064501,0.769,0.688,0.661,0.644,0.331
2083821,0.807,0.722,0.746,0.641,0.23
2087371,0.766,0.685,0.654,0.513,0.339
2100521,0.82,0.665,0.721,0.677,0.364
2103221,0.829,0.609,0.599,0.639,0.287
2106161,0.793,0.696,0.74,0.621,0.274
2115091,0.888,0.633,0.7,0.643,0.399
2120621,0.889,0.778,0.682,0.7,0.28
2137251,0.728,0.721,0.683,0.708,0.293
2139211,0.891,0.749,0.665,0.635,0.401
2140521,0.773,0.693,0.599,0.631,0.381
2148071,0.756,0.745,0.715,0.692,0.227
2153241,0.736,0.707,0.751,0.647,0.163
12773,0.813,0.606,0.676,0.644,0.339
965091,0.772,0.604,0.697,0.607,0.443
972651,0.821,0.644,0.645,0.717,0.183
979061,0.853,0.6,0.675,0.627,0.305
979811,0.861,0.643,0.677,0.569,0.302
2153891,0.728,0.703,0.662,0.69,0.49
2155811,0.835,0.586,0.6,0.647,0.328
2156951,0.862,0.591,0.657,0.608,0.326
2168741,0.744,0.62,0.598,0.67,0.403
185508766,0.809,0.761,0.677,0.666,0.327
185512077,0.847,0.655,0.685,0.595,0.354
990711,0.787,0.57,0.668,0.604,0.395
2182641,0.806,0.719,0.603,0.595,0.37
2184161,0.798,0.65,0.646,0.651,0.321
2184401,0.872,0.738,0.674,0.661,0.367
2201841,0.765,0.63,0.6,0.615,0.415
2217251,0.708,0.637,0.693,0.682,0.206
2260771,0.879,0.587,0.658,0.634,0.32
2317861,0.666,0.67,0.611,0.695,0.239
2319611,0.799,0.59,0.669,0.596,0.363
2351661,0.787,0.673,0.616,0.69,0.385
185554363,0.811,0.637,0.661,0.656,0.337
2354291,0.804,0.633,0.646,0.535,0.384
2361341,0.832,0.589,0.602,0.56,0.411
2377761,0.762,0.664,0.639,0.587,0.381
2387401,0.809,0.711,0.64,0.64,0.39
